0;0
1;1
2;1.4142135
3;1.7320508
4;2
5;2.236068
6;2.4494898
7;2.6457512
8;2.828427
9;3
10;3.1622777
11;3.3166249
12;3.4641016
13;3.6055512
14;3.7416575
15;3.8729835
16;4
17;4.1231055
18;4.2426405
19;4.358899
20;4.472136
21;4.582576
22;4.690416
23;4.7958317
24;4.8989797
25;5
26;5.0990195
27;5.196152
28;5.2915025
29;5.3851647
30;5.477226
31;5.5677643
32;5.656854
33;5.7445626
34;5.8309517
35;5.91608
36;6
37;6.0827627
38;6.164414
39;6.244998
40;6.3245554
41;6.4031243
42;6.4807405
43;6.5574384
44;6.6332498
45;6.708204
46;6.78233
47;6.8556547
48;6.928203
49;7
50;7.071068
51;7.1414285
52;7.2111025
53;7.28011
54;7.3484693
55;7.4161983
56;7.483315
57;7.5498343
58;7.615773
59;7.6811457
60;7.745967
61;7.81025
62;7.8740077
63;7.937254
64;8
65;8.062258
66;8.124039
67;8.185352
68;8.246211
69;8.306623
70;8.3666
71;8.426149
72;8.485281
73;8.5440035
74;8.602325
75;8.6602545
76;8.717798
77;8.774964
78;8.83176
79;8.888194
80;8.944272
81;9
82;9.055386
83;9.110434
84;9.165152
85;9.219544
86;9.273619
87;9.327379
88;9.380832
89;9.433981
90;9.486833
91;9.539392
92;9.591663
93;9.643651
94;9.69536
95;9.746795
96;9.797959
97;9.848858
98;9.899495
99;9.949874
100;10
101;10.049875
102;10.099504
103;10.148891
104;10.198039
105;10.246951
106;10.29563
107;10.34408
108;10.392304
109;10.440307
110;10.488089
111;10.535654
112;10.583005
113;10.630146
114;10.677078
115;10.723805
116;10.770329
117;10.816654
118;10.862781
119;10.908712
120;10.954452
121;11
122;11.045361
123;11.090536
124;11.135529
125;11.18034
126;11.224972
127;11.269427
128;11.313708
129;11.357817
130;11.401754
131;11.445523
132;11.489125
133;11.532562
134;11.575837
135;11.61895
136;11.661903
137;11.7046995
138;11.74734
139;11.789826
140;11.83216
141;11.874342
142;11.916375
143;11.958261
144;12
145;12.0415945
146;12.083046
147;12.124355
148;12.165525
149;12.206555
150;12.247449
151;12.288206
152;12.328828
153;12.369317
154;12.409674
155;12.4499
156;12.489996
157;12.529964
158;12.569805
159;12.60952
160;12.649111
161;12.688578
162;12.727922
163;12.767145
164;12.806249
165;12.845233
166;12.884099
167;12.922848
168;12.961481
169;13
170;13.038404
171;13.076696
172;13.114877
173;13.152946
174;13.190906
175;13.228757
176;13.2664995
177;13.304134
178;13.341664
179;13.379088
180;13.416408
181;13.453624
182;13.490738
183;13.527749
184;13.56466
185;13.601471
186;13.638182
187;13.674794
188;13.711309
189;13.747727
190;13.784049
191;13.820275
192;13.856406
193;13.892444
194;13.928389
195;13.96424
196;14
197;14.035668
198;14.071247
199;14.106736
200;14.142136
201;14.177447
202;14.21267
203;14.247807
204;14.282857
205;14.3178215
206;14.3527
207;14.387495
208;14.422205
209;14.456832
210;14.491377
211;14.525839
212;14.56022
213;14.59452
214;14.628738
215;14.662878
216;14.6969385
217;14.73092
218;14.764823
219;14.798649
220;14.8323965
221;14.866069
222;14.899665
223;14.933185
224;14.96663
225;15
226;15.033297
227;15.066519
228;15.0996685
229;15.132746
230;15.1657505
231;15.198684
232;15.231546
233;15.264338
234;15.297058
235;15.32971
236;15.362291
237;15.394804
238;15.427249
239;15.459625
240;15.491934
241;15.524175
242;15.556349
243;15.588457
244;15.6205
245;15.652476
246;15.684387
247;15.716233
248;15.748015
249;15.779734
250;15.811388
251;15.842979
252;15.874508
253;15.905973
254;15.937377
255;15.9687195
256;16
257;16.03122
258;16.062378
259;16.093477
260;16.124516
261;16.155495
262;16.186415
263;16.217276
264;16.248077
265;16.27882
266;16.309507
267;16.340136
268;16.370705
269;16.40122
270;16.431677
271;16.462078
272;16.492422
273;16.52271
274;16.552946
275;16.583124
276;16.613247
277;16.643316
278;16.673332
279;16.703293
280;16.7332
281;16.763054
282;16.792856
283;16.822603
284;16.852299
285;16.881943
286;16.911535
287;16.941074
288;16.970562
289;17
290;17.029387
291;17.058722
292;17.088007
293;17.117243
294;17.14643
295;17.175564
296;17.20465
297;17.233688
298;17.262676
299;17.291616
300;17.320509
301;17.349352
302;17.378147
303;17.406895
304;17.435596
305;17.464249
306;17.492855
307;17.521416
308;17.549929
309;17.578396
310;17.606817
311;17.635193
312;17.66352
313;17.691807
314;17.720045
315;17.74824
316;17.776388
317;17.804493
318;17.832554
319;17.86057
320;17.888544
321;17.916473
322;17.944359
323;17.9722
324;18
325;18.027756
326;18.05547
327;18.083141
328;18.110771
329;18.138357
330;18.165901
331;18.193405
332;18.220867
333;18.248287
334;18.275667
335;18.303005
336;18.330303
337;18.35756
338;18.384777
339;18.411953
340;18.439089
341;18.466185
342;18.493242
343;18.52026
344;18.547237
345;18.574175
346;18.601076
347;18.627935
348;18.654758
349;18.681541
350;18.708286
351;18.734995
352;18.761663
353;18.788294
354;18.814888
355;18.841444
356;18.867962
357;18.894444
358;18.920887
359;18.947296
360;18.973665
361;19
362;19.026299
363;19.052559
364;19.078785
365;19.104973
366;19.131126
367;19.157244
368;19.183327
369;19.209373
370;19.235384
371;19.26136
372;19.287302
373;19.313208
374;19.339079
375;19.364916
376;19.39072
377;19.416489
378;19.442223
379;19.467922
380;19.49359
381;19.51922
382;19.54482
383;19.570385
384;19.595919
385;19.621416
386;19.646883
387;19.672316
388;19.697716
389;19.723083
390;19.748417
391;19.77372
392;19.79899
393;19.824228
394;19.849434
395;19.874607
396;19.899748
397;19.924858
398;19.949938
399;19.974985
400;20
401;20.024984
402;20.049938
403;20.07486
404;20.09975
405;20.12461
406;20.14944
407;20.17424
408;20.199009
409;20.22375
410;20.248457
411;20.273134
412;20.297783
413;20.322401
414;20.34699
415;20.37155
416;20.396078
417;20.420578
418;20.445047
419;20.46949
420;20.493902
421;20.518284
422;20.542639
423;20.566963
424;20.59126
425;20.615528
426;20.639767
427;20.663979
428;20.68816
429;20.712315
430;20.73644
431;20.76054
432;20.784609
433;20.808653
434;20.832666
435;20.856653
436;20.880613
437;20.904545
438;20.92845
439;20.952328
440;20.976177
441;21
442;21.023796
443;21.047565
444;21.071308
445;21.095022
446;21.118711
447;21.142374
448;21.16601
449;21.189621
450;21.213203
451;21.236761
452;21.260292
453;21.283796
454;21.307276
455;21.330729
456;21.354156
457;21.377558
458;21.400934
459;21.424286
460;21.44761
461;21.470911
462;21.494184
463;21.517435
464;21.540659
465;21.563858
466;21.587032
467;21.610184
468;21.633308
469;21.656408
470;21.679483
471;21.702534
472;21.725561
473;21.748564
474;21.771542
475;21.794495
476;21.817425
477;21.84033
478;21.86321
479;21.886068
480;21.908903
481;21.931713
482;21.954498
483;21.97726
484;22
485;22.022715
486;22.045408
487;22.068077
488;22.090721
489;22.113344
490;22.135944
491;22.15852
492;22.181072
493;22.203604
494;22.22611
495;22.248596
496;22.271057
497;22.293497
498;22.315914
499;22.338308
500;22.36068
501;22.38303
502;22.405357
503;22.427662
504;22.449944
505;22.472204
506;22.494444
507;22.51666
508;22.538855
509;22.561028
510;22.58318
511;22.605309
512;22.627417
513;22.649504
514;22.671568
515;22.693611
516;22.715633
517;22.737635
518;22.759613
519;22.781572
520;22.803509
521;22.825424
522;22.847319
523;22.869194
524;22.891047
525;22.912878
526;22.93469
527;22.95648
528;22.97825
529;23
530;23.021729
531;23.043438
532;23.065125
533;23.086792
534;23.10844
535;23.130068
536;23.151674
537;23.17326
538;23.194826
539;23.216373
540;23.2379
541;23.259407
542;23.280893
543;23.30236
544;23.323807
545;23.345236
546;23.366642
547;23.388031
548;23.409399
549;23.43075
550;23.452078
551;23.473389
552;23.49468
553;23.515951
554;23.537205
555;23.558437
556;23.579653
557;23.600847
558;23.622025
559;23.64318
560;23.66432
561;23.685438
562;23.70654
563;23.727621
564;23.748684
565;23.769728
566;23.790754
567;23.811762
568;23.83275
569;23.853722
570;23.874672
571;23.895607
572;23.916521
573;23.937418
574;23.958298
575;23.979158
576;24
577;24.020824
578;24.04163
579;24.062418
580;24.083189
581;24.103941
582;24.124676
583;24.145393
584;24.166092
585;24.186773
586;24.207438
587;24.228083
588;24.24871
589;24.269321
590;24.289915
591;24.310492
592;24.33105
593;24.351591
594;24.372116
595;24.392622
596;24.41311
597;24.433584
598;24.454039
599;24.474476
600;24.494898
601;24.5153
602;24.535688
603;24.556059
604;24.576412
605;24.596748
606;24.617067
607;24.63737
608;24.657656
609;24.677925
610;24.698177
611;24.718414
612;24.738634
613;24.758837
614;24.779024
615;24.799194
616;24.819347
617;24.839485
618;24.859606
619;24.879711
